"","CTR_ID","ENTIRE_NAME","PRIMARY_CITY","PRIMARY_STATE","PRIMARY_ZIP","REGION","REPORT_DATE","WLA_ADDCEN_NC2","WLA_ST_NC2","WLA_END_NC2","WLA_REMTXC_NC2","WLA_REMTXL_NC2","WLA_REMTXC_PCZ","WLA_REMTXL_PCZ","WLA_REMDIED_PCZ","WLA_REMDET_PCZ","WLC_A2_ALLC2","WLC_A10_ALLC2","WLC_A17_ALLC2","WLC_A34_ALLC2","WLC_A49_ALLC2","WLC_A64_ALLC2","WLC_GM_ALLC2","WLC_GF_ALLC2","WLC_RA_ALLC2","WLC_RB_ALLC2","WLC_RH_ALLC2","WLC_RO_ALLC2","WLC_RU_ALLC2","WLC_RW_ALLC2","WLC_BAB_ALLC2","WLC_BA_ALLC2","WLC_BB_ALLC2","WLC_BO_ALLC2","WLC_BU_ALLC2","WLC_PRA80_ALLC2","WLC_PTXY_ALLC2","WLC_KIDIA_ALLC2","WLC_KIGLO_ALLC2","WLC_KIHYP_ALLC2","WLC_KIMIS_ALLC2","WLC_KINEO_ALLC2","WLC_KIOTH_ALLC2","WLC_KIPOL_ALLC2","WLC_KIREN_ALLC2","WLC_KIRTR_ALLC2","WLC_KITUB_ALLC2","WLC_KICON_ALLC2","TOC_SHR_C","TOC_WKDIALY_C","value","OA_OVERALL_HR_MN_CENTER","OA_LOWRISK_HR_MN_CENTER","OA_MEDIUMRISK_HR_MN_CENTER","OA_HIGHRISK_HR_MN_CENTER","OA_HARDTOPLACE100_HR_MN_CENTER","OA_HARDTOPLACE_HR_MN_CENTER","TTT_25_C","TTT_50_C","TTT_75_C","RCC_A2_C","RCC_A10_C","RCC_A17_C","RCC_A34_C","RCC_A49_C","RCC_A64_C","RCC_GM_C","RCC_GF_C","RCC_RA_C","RCC_RB_C","RCC_RH_C","RCC_RO_C","RCC_RU_C","RCC_RW_C","RCC_BAB_C","RCC_BA_C","RCC_BB_C","RCC_BO_C","RCC_BMI20_C","RCC_BMI25_C","RCC_BMI30_C","RCC_DIA_C","RCC_GLO_C","RCC_HYP_C","RCC_MIS_C","RCC_NEO_C","RCC_OTK_C","RCC_POL_C","RCC_VAS_C","RCC_RET_C","RCC_TUB_C","RCC_CON_C","RCC_PRA80_C","RCC_PTXY_C","RCL_A2_C","RCL_A10_C","RCL_A17_C","RCL_A34_C","RCL_A49_C","RCL_A64_C","RCL_GM_C","RCL_GF_C","RCL_RA_C","RCL_RB_C","RCL_RH_C","RCL_RO_C","RCL_RU_C","RCL_RW_C","RCL_BAB_C","RCL_BA_C","RCL_BB_C","RCL_BO_C","RCL_BMI20_C","RCL_BMI25_C","RCL_BMI30_C","RCL_DIA_C","RCL_GLO_C","RCL_HYP_C","RCL_MIS_C","RCL_NEO_C","RCL_OTK_C","RCL_POL_C","RCL_VAS_C","RCL_KIRET_C","RCL_TUB_C","RCL_CON_C","RCL_PRA80_C","RCL_PTXY_C","TMR_TXR_C2","TMR_TXRATIO_C2","TMR_CADTXR_C2","TMR_CADTXRATIO_C2","TMR_DTHR_C2","TMR_DTHRATIO_C2","WITHIN_RADIUS"
"1","ALCHTX1","Children's of Alabama (ALCH)","Birmingham","AL","35233","3",2014-01-01,31,0,24,3,0,NA,NA,NA,NA,0,41.7,58.3,0,0,0,50,50,0,45.8,4.2,0,0,50,0,37.5,12.5,50,0,8.3,41.7,0,20.8,0,0,0,25,0,0,0,16.7,37.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.3,66.7,0,0,0,100,0,0,66.7,33.3,0,0,0,0,33.3,0,66.7,66.7,33.3,0,0,33.3,0,0,0,0,0,0,NA,0,66.7,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.39,0.5,0.39,0.85,0,0,
